coffee house,1.67,-0.21,-0.19
coffee shop,1.3,-0.3,-0.39
coil,-0.1,0.5,0.4
cold,-1.91,-0.41,-0.7
cold,-0.5,1,-0.1
collaborate with,0.78,0.69,0.63
collaborator,-1.03,-0.34,-0.05
colleague,1.53,0.81,0.7
college,2.07,2.15,1.49
college,2.3,1.4,1.3
colorful,1.5,0.5,0.3
colorless,-0.58,-0.65,-0.55
combat,-1.03,1.34,1.55
come,1.1,0.4,0.4
come_from,1.2,0.6,0.4
come_to,1.2,0.2,0.5
comedian,1.66,0.55,1.8
comfort,1.4,0.4,0
comfort,2.46,1.38,-0.21
command,-0.45,1.65,0.8
commander,-0.27,1.72,0.66
commando,0.3,2.51,2.12
commend,1.8,1.25,0.08
commissioner,0.33,2.13,-0.24
committee,0.9,1.1,0.5
committee meeting,0.72,1.09,0.15
commune,-0.06,0.11,0.6
communist,-0.43,0.45,0.78
companion,2.41,1.39,1.16
company,1.8,0.8,1
compassionate,2.34,1.33,0.18
compensate,1.63,1.29,0.23
compete with,0.99,1.34,1.48
competent,2.25,1.9,0.66
competition,0.9,1.1,0.8
competitive,1.74,1.86,2.07
competitor,0.98,1.66,1.67
complain about,-0.92,0.47,0.39
complete,1.9,0.9,0.4
complete,0.8,0.7,0.2
compliment,2.35,1.36,0.63
composed,1.68,1.19,-0.35
compromise with,2.07,1.56,0.15
compulsive,-0.7,-0.26,1.06
compulsory_ser,0.3,0.7,0.7
computer center,0.75,1.37,1.04
computer expert,1.45,1.27,-0.2
computer programmer,0.87,0.93,0.57
computer systems analyst,1,0.74,0.64
comrade,2.23,1.3,1.66
con,-2.04,0.83,1.08
conceal,-0.69,0.44,0.54
conceited,-1.98,-0.35,0.91
concentration camp,-2.93,2.11,-0.23
concern_be,0.2,0.3,0.3
concert,2.35,1.76,2.39
concubine,-0.46,-0.85,0.9
concur with,0.71,0.5,0.3
condemn,-1.88,0.62,0.23
condition,0.6,0.2,0
conditions,0.9,0.5,0
condole,1.21,0.85,0.1
confederate,0.09,0.69,0.72
confer with,1.71,1.12,-0.08
conference,0.72,1.28,-0.19
conference room,0.25,1.28,0.07
confess to,1.37,1.16,-0.13
confidant,2.04,1.49,0.37
confide in,1.65,0.89,-0.1
confident,2.25,2.17,0.93
confine,-1.44,0.91,0.05
conflict,-1.1,0.7,0.4
conformist,-0.25,-0.75,-0.4
confound,-0.71,0.55,0.46
confront,0.58,1.44,0.87
confuse,-1.29,0.26,0.52
confused,-1.12,-1.39,0.07
congratulate,2.22,1.38,0.75
conk,-1.7,0.2,1
connection,1.1,0.8,0.3
connoisseur,1,0.59,-0.23
conqueror,-1.12,2.51,0.69
consc_obj,0,-0.2,-0.5
conscientious,1.83,1.28,-0.05
conscript,0.53,-0.54,0.73
conservative,0.1,0.26,-1.21
conservative,0.36,0.96,-0.36
consider,1.5,0.5,0.5
consider,1.28,0.85,-0.07
considerate,2.43,1.4,0.14
console,2.24,1.35,-0.22
conspirator,-1.43,0.55,0.88
conspire with,-0.93,0.66,0.2
constable,-0.5,0.86,0.36
constant,1.6,1.5,0
constrain,-0.81,1.43,0.45
construction foreman,0.46,1.65,0.18
construction laborer,0.39,0.66,0.89
consult,1.35,0.62,-0.07
consultant,1.06,1.11,0.41
consumer,0.83,0.09,0.32
contain,1.2,1.1,0
contemplate,0.66,0.43,-0.45
contemplation,0.2,0,0
contemptuous,-1.23,0.08,0.23
content,1.7,0,0.3
contented,1.76,1.08,0.26
continue,0.5,0,0
continuously,0.8,0.9,0.3
contradict,-0.35,0.45,0.69
contrite,-0.16,-0.5,-0.51
control,-1.32,1.5,0.54
control,1.9,1.1,1
controller,-0.13,1.67,0.24
controversy,1.3,0.8,0.7
convalescent,0.07,-0.45,-0.49
convent,1.21,0.34,-1.65
conventional,0.14,0.07,-0.64
converse with,2.06,1.38,1.05
convert,0.24,1.56,0.42
convict,-1.67,-0.2,0.68
convict,-0.27,1.61,0.05
convince,0.6,1.39,0.53
cook,1.36,0.37,0.13
cook-out,2.35,0.43,1.4
cool,1.52,1.38,1.19
cooperation,1.5,1,0.7
cooperative,2.1,1.03,0.15
cop,0.63,1.69,0.72
cop,1.7,1.6,0.8
copper,0.57,1.41,0.46
copy center,0.7,0.43,0.99
copycat,-1.59,-1.6,0.4
corner,-1.21,0.9,0.9
coroner,0.59,0.56,-0.79
correct,0.65,0.8,0.23
corrupt,-2.42,1.04,0.94
cost,0.1,0.9,0.1
cottage,1.83,-0.08,-0.83
cotton,1.6,-0.4,-0.3
councilor,1.19,1.1,-0.27
counsel,2.01,1.44,-0.14
counselor,1.59,1.16,0.01
count,0.78,1.16,-0.11
countess,0.86,0.69,-0.09
country,2,1.5,1
country club,0.98,1.12,-0.55
county clerk,0.24,0.22,-0.46
county warden,0.15,1.47,-0.62
courageous,2.32,2.27,1.77
courageous,1.9,1.4,0.8
course,1,1.2,0.9
court,0,1.1,0.6
court,1.81,0.95,1.1
courtesan,0.24,0.1,0.52
courtroom,0.11,2.22,0
cousin,1.48,0.2,1.12
cover,1.3,0.1,0
cover,0.96,0.39,0.24
cow,1.6,0.7,0.2
coward,-1.14,-2.29,-0.63
cowardly,-1.72,-2.17,-0.93
co-worker,1.13,0.46,0.75
coy,-0.07,0.28,0.64
crab,-0.89,-0.64,-0.42
crackhead,-1.9,-2.26,0.21
crackpot,-1.11,-0.85,0.51
crafty,0.41,0.97,0.64
crane operator,0.89,0.47,-0.52
crank,-1.31,-0.43,-0.12
crazy,-0.39,-0.27,1.12
creative,2.17,1.55,1.15
creature,-0.9,1,0.7
credit,1.1,0.5,0.1
creditor,0.16,0.54,-0.59
crime,-2,0.8,0.3
criminal,-2.25,-0.11,0.92
criminal,-1.8,-0.3,0.5
cripple,0.4,-1.32,-1.01
cripple,-2.56,-0.25,1.07
crippled person,0.55,-1.19,-1.01
critic,-0.28,0.92,0.45
critical,-0.27,0.71,0.15
criticize,-0.86,0.43,0.37
croatian,0.6,-0.08,0.1
crone,-0.25,-0.6,-1.17
crony,0.02,-0.13,-0.68
crook,-2.53,0.08,0.76
crooked,-1.4,-0.5,0.1
cross,1,0.5,0.6
cross-examine,-0.39,1.23,0.68
crow,-0.9,-0.5,1
crowd,0.11,1.73,1.96
crowd,0,0.8,0.8
crown attorney,0.89,2.5,-0.32
crude,-1.77,-0.45,0.89
crude,-0.9,0.1,-0.2
cruel,-2.79,0.19,0.59
cruise,2.12,0.65,0.41
crushed,-2.47,-2,-0.97
cry_out,0.2,0.8,0.8
crybaby,-1.48,-1.76,0.99
cuban,0.51,-0.12,0.41
cube,0.5,-0.2,-0.4
cuckold,-1,-1.2,-0.1
cuckold,-1.5,-0.7,0.3
cuddle,2.26,1.11,-0.24
cue,0.82,0.64,0.36
cuff,-1.4,0.35,1.5
culprit,-1.58,-0.19,0.95
cult member,-2.15,-1.22,0.51
cumann ban member,0.56,1.13,1.58
cup,1.2,-0.4,-0.3
cure,2.7,2.34,0.44
curious,1.5,0.72,1.35
curl,0.7,-0.4,0.2
curry favor from,-0.06,-0.15,-0.07
curse,-1.87,0.29,0.77
curtsey to,0.88,-0.06,0.06
curve,0.9,0.1,0.6
cushion,1.5,-0.5,-0.3
cuss,-1.73,-0.02,1.11
custom,0.8,0.8,0.6
customer,0.99,0.29,0.42
customs officer,0.14,1.2,-0.21
cut,-2.52,0,1.02
cut,-0.4,0.3,0.6
cut the pay of,-1.96,0.97,-0.46
cutthroat,-2.28,0.72,1.1
cyborg,-0.93,1.66,-0.11
cynic,-0.95,-0.28,0.17
cynical,-1.34,-0.3,0.13
czech,0.58,-0.06,-0.06
dairy,1.45,0.38,-0.53
dairy farmer,1.43,0.47,-0.63
dam,1.8,2,0.9
dame,0.65,0.03,0.99
damn,-2.15,0.57,0.58
dance,1.9,0.88,1.9
dance with,2.02,1.03,1.52
dancing,1.3,0.1,0.9
dandy,0.79,0.01,1.12
dane,0.88,0.56,0.19
danger,-1,1.1,0.6
dangerous,-0.2,2,0.9
dare,-0.5,0.36,1.28
daredevil,0.14,0.99,2.63
daring,1.11,1.39,2.04
dark,0,0.8,-0.4
darling,1.96,0.32,1.02
date,2.75,1.74,1.52
daughter,2,-0.2,1
daughter,1.86,-0.15,1.66
daughter in law,1.26,-0.13,0.94
dawn,1.7,0.2,0.7
day,1.2,0.5,0.5
daycare center,1.84,0.34,2.17
daydream,1,0,-0.2
dazzle,1.17,1,1.76
dead,-1,-1.3,-1.6
deadbeat,-1.49,-1.81,-1.08
deadbeat dad,-2.92,-1.32,-1.64
deadhead,-0.77,-1.46,-0.88
deaf,-1.9,-0.5,-1.1
deafen,-2.54,-0.28,1.1
dean,0.93,1.81,-1.19
death,-1.3,0.1,-1.4
death row,-1.63,0.59,-0.98
debate,0.78,1.34,1.38
debate,1.6,1,0.9
debate with,0.85,1.19,1.17
debauch,-1.2,0.65,0.7
debrief,0.87,1.15,0.37
debtor,-1.4,0.2,-0.4
debtor,-0.58,-0.19,-0.08
deceitful,-2.15,-0.22,0.33
deceive,-2.21,-0.05,0.28
december,1,0.5,-0.1
decide,1.6,1.1,0.9
decision,0.8,0.7,0.3
decorate,1.39,0.85,0.87
decorator,0.96,0.15,0.72
decoy,-0.71,0.28,0.28
deep,0.4,1.2,-0.3
defame,-1.92,-0.19,0.22
defeat,-0.8,0.2,0.1
defeat,1.11,1.82,1.45
defend,2.08,1.66,0.91
defendant,0.18,-0.54,0.01
defense,1.6,1.6,0.9
defense attorney,0.9,1.73,1.36
defenseman (hockey),1.37,1.94,2.34
defensive,-0.57,-0.19,0.57
defer to,-0.69,-0.27,-0.7
defiant,-0.54,0.74,1.08
defile,-1.71,0.56,0.4
deflate,-1.4,0.32,0.31
deflated,-1.9,-1.49,-1.36
deflower,-0.9,0.5,1.2
deformed,-1,-0.5,-1
defy,-1.01,1.1,1.07
degenerate,-1.43,-1.4,-0.23
degrade,-2.48,-0.07,0.25
degree,1,1.5,0.5
dejected,-2.1,-1.68,-1.13
delay,-1,-0.5,-0.6
delay,-1.15,0.25,-0.25
delegate,1.12,0.81,0.14
deliberate,1.3,1.1,0.1
delicate,1.02,-0.7,-0.59
delicatessen,1.2,-0.07,0.83
delight,2.27,1.38,1.13
delighted,2.39,1.45,1.48
delinquent,-1.51,-0.75,1.66
delude,-1.22,0.37,0.33
demagogue,-0.49,0.62,0.27
demand,0.1,1.7,1.1
demand,1,1.3,0.9
demanding,-0.59,0.66,0.79
demean,-2.12,0.36,0.26
democracy,1.6,1.5,0.9
demon,-3.04,2.41,0.39
demonstrator,0.41,0.29,2.58
demoralize,-2.43,0.64,0.33
demote,-1.47,0.42,-0.47
den,1.88,0.1,-0.48
denigrate,-1.85,-0.42,0.12
denounce,-1.43,0.44,0.31
dental assistant,1.15,0.23,0.77
dental hygienist,1.16,0.16,0.69
dental technician,1.22,0.55,0.13
dentist,0.86,1.26,-0.24
deny something to,-1.29,-0.1,0.05
department,1.2,0.7,0.5
department head,0.6,1.67,0.09
department head in city government,0.55,1.95,-0.93
department store,0.72,0.79,1.17
dependable,2.26,1.63,0.13
dependent,-0.43,-1.07,-0.42
deprave,-1.76,0.35,0.16
deprecate,-1.54,-0.36,0.04
depressed,-2.47,-1.88,-1.55
deprive,-2.04,0.61,0.17
deputy,0.86,1.26,0.57
deride,-1.36,0.2,0.53
describe,1,0.4,0.3
desert,-0.53,0.4,-1.56
desert,-2.23,-0.32,0.46
desire,1.7,1.4,1.2
desire,1.44,0.94,1.49
desire,1.4,1.2,1.1
desire sexually,1.66,1.13,1.55
desperado,-0.94,0.85,1.51
desperate,-1.56,-1.49,0.36
despise,-2.06,0.23,0.42
despondent,-1.53,-1.17,-1.29
destroy,-0.3,1.4,0.9
destroy,-2.85,1.09,0.81
detain,-0.96,0.83,0.2
detective,1.08,1.51,0.46
deter,-0.63,0.62,0.51
detest,-1.66,0.16,0.47
develop,1.8,1.1,0.9
development,2.2,1.1,0.9
devil,-2.64,1.27,1.16
devil,-1.9,1,0.2
devil worshiper,-2.27,-1.59,-0.24
devotion,1.7,1.2,0.3
diagnose,0.73,1.32,-0.19
dialect,1,0.2,0.2
diaper,1.2,0.2,0.8
dicker with,-0.35,-0.05,0.53
dictator,-1.02,1.77,0.78
die,-0.6,-0.7,-1.1
dietitian,1.23,0.46,0.2
difference,1.1,0.7,0.7
different,0.8,0.2,0.1
difficult,-0.4,1.1,0.2
difficulty,-0.4,-0.2,-0.1
dignified,1.34,1.4,-0.61
dignitary,0.14,1.66,-0.75
dike,-0.25,0.01,0.46
dim,-0.1,-0.6,-0.5
dime store,0.93,-0.21,-0.11
dimwit,-0.5,-1.6,-0.82
dine with,2.45,1.16,0.6
diner,0.84,0,0.07
dining room,1.55,0.19,-0.13
diplomat,0.55,1.38,0.28
direct,1.3,1.8,1
direct,1.24,1.15,0.4
director,0.63,2.53,-0.08
dirt,0,0.4,-0.5
disable,-2.5,0.57,0.66
disabled person,0.47,-1.33,-0.87
disagree with,0.04,0.71,0.71
disagreeable,-1.3,-0.25,0.13
disappoint,-2.03,-0.12,0.31
disappointed,-1.76,-1.13,-0.71
disapproving,-1.26,-0.78,-0.8
disbelieve,-0.71,0.16,0.07
discharge,0.12,0.88,0
disciple,2.39,1.06,-0.18
disciplinarian,-0.22,1.44,-0.3
discipline,0.48,1.43,0.36
discipline,0.9,0.9,0.6
disco,1.07,0.71,2.62
discomfort,-1.5,0.4,-0.1
disconcert,-1,0.27,0.27
discontented,-1.69,-1.22,-0.73
discordant,-1.1,0,0.2
discount store,0.72,0.51,0.68
discourage,-1.32,0.16,-0.15
discouraged,-1.61,-1.13,-1.14
discover,1.7,1.2,1.1
discovery,1.7,1.6,1.4
discredit,-1.83,0.25,0.26
discreet,0.92,0.6,-0.6
discriminate against,-2.44,0.59,0
discuss,1.7,1,1.2
discuss something with,1.7,1.08,0.11
discussion,1.2,0.6,0.4
diseased,-1.7,0.6,0
disenchant,-1.08,0.29,-0.04
disgrace,-2.2,-0.05,0.4
disgust,-1.63,-0.84,0.66
disgusted,-1.5,-0.53,-0.23
dish,1.1,-0.4,-0.1
disheartened,-1.9,-1.29,-1.88
dishonest,-2.26,-0.7,0.26
dishwasher,0.56,-0.95,0.33
disillusion,-1.64,0.37,0.15
disinherit,-1.86,0.03,-0.31
dislike,-1.08,0.06,0.17
dismay,-1.51,0.19,0.08
dismayed,-1.65,-1.4,-1.25
dismiss,-1.34,1.13,-0.02
disobedient,-1.32,-0.2,0.9
disobey,-1.26,0.17,0.76
disparage,-1.24,-0.1,-0.03
displease,-1.47,-0.05,0.04
displeased,-1.61,-0.66,-0.48
dispossess,-0.94,0.44,0.28
disqualify,-1.32,0.55,0.41
disregard,-1.49,-0.09,0
disreputable,-1.52,-0.82,0.34
disrespect,-1.82,-0.07,0.47
disrespectful,-2.17,-0.95,0.74
disrobe,-0.03,0.84,0.53
dissatisfied,-1.52,-1.01,-0.39
dissuade,-0.04,0.99,0.16
distance,0.8,0.7,0.1
distract,-1.15,0.09,0.76
distress,-1.69,0,0.47
distressed,-1.92,-1.42,-0.52
district attorney,0.8,2.01,0.8
distrust,-1.33,-0.09,-0.11
disturb,-1.28,-0.02,0.71
disturbed,-1.47,-0.65,-0.2
ditch_digger,0,1.5,0.4
diva,1.17,1.03,1.81
divert,-0.38,0.76,0.58
divorc?,-1.73,0.3,-0.09
divorce,-1.6,-0.2,0.2
divorce,-1.31,0.26,0.29
divorce lawyer,-0.59,1.6,1.07
divorced,-0.96,-0.52,0.22
divorcee,-0.16,-0.5,0.19
dj,1.39,0.48,2.06
do,0.8,1,0.6
do_without,0.6,0.4,0.1
doctor,1.8,1.1,1
doctor,2.15,1.87,0.07
doctor's office,0.22,0.88,-0.68
dog,-1.28,0.14,0.77
dog,1.4,0.8,1.4
dogmatic,-0.59,0.32,-0.13
doll,1.49,-0.84,0.59
dollar,2,1.7,0.8
dolt,-0.66,-1.27,-0.37
dominant,-0.02,1.7,0.86
dominate,-1.44,1.67,0.79
domineering,-0.88,1.18,0.86
do-nothing,-1.81,-2.03,-1.08
door,0.9,1.3,-0.3
doorkeeper,0.88,-0.48,-0.91
doorman,0.98,-0.41,-0.53
doorway,1,0.6,-0.3
dope,-0.92,-1.56,-0.5
dope,-2.03,0.31,0.63
dorm room,0.52,-0.15,1.44
dormitory,1.28,0.82,1.97
dote on,-0.13,0,0.46
double-cross,-2.48,0.15,0.77
doubt,-0.92,-0.05,-0.12
doubter,0.1,0,-0.1
doubtful,-0.61,-0.57,-0.36
dough,1.4,-0.6,0.2
doukhobor,-0.18,0.49,0.61
down,-0.4,-1,-0.8
down,0.2,0,0
downhearted,-1.89,-1.46,-1.24
downtown,0.44,1.2,1.12
downy,0.8,-1.1,0
draftsman,0.95,0.68,0.21
drag queen,0.42,-0.47,1.72
dragon,-0.71,2.64,0.24
draw near to,1.67,1.14,-0.27
draw_pull,0.4,0.6,0.7
dream,0.8,0.1,0.2
dream of,1.2,0.7,0.3
dreary,-1.2,-0.5,-1
dress,1.1,-0.2,0
dress,1.04,0.39,-0.12
dress down,-0.26,-0.18,-0.45
dressmaker,1.16,-0.44,-0.4
drink to,2.04,1.33,1.7
drink with,1.47,0.69,1.66
drink_to,1.2,1.1,0.9
drip,-0.87,-1.43,-0.58
drive,0.3,1.9,1.1
drive,1.6,1.2,1.2
drive-in movie,1.56,0.31,0.63
driving instructor,0.35,0.91,-0.75
drone on at,-1.45,-1,-0.8
dropout,-1.3,-1.85,0.15
drowsy,-0.78,-1.13,-1.3
drudge,-1.11,-0.93,-1.06
drug,-2.08,0.57,0.55
drug addict,-1.9,-1.82,0.24
druggist,0.43,0.65,-0.24
drugstore,1.22,0.47,-0.51
druid,-0.1,1.55,-0.67
drunk,-1.35,-1.74,-0.17
drunkard,-1.58,-1.68,-0.82
drunken,-1,-1.4,0.63
drunken,-1.3,0.1,0
drycleaners,0.71,-0.2,0.22
duchess,0.54,-0.21,-1.05
dude ranch,0.41,0.38,0.76
due,1,0.4,0.4
duel with,-1.95,0.37,0.96
duke,0.54,0.01,-0.84
dukhobor,0.55,-0.31,-0.14
dull,-1.42,-1.37,-1.62
dullard,-1.02,-1.51,-1.37
dumbbell,-0.39,-1.33,-0.38
dummy,-0.18,-1.58,-0.8
dunce,-0.52,-1.65,-0.3
dungeon,-1.99,1.24,-1.49
dupe,-1.54,0.28,0.65
dusky,0.4,0,-0.5
dutchman,0.91,0.29,0.01
duty,0.7,1.1,0.5
dwarf,1.2,-0.62,0.15
dyke,0.18,0.51,0.41
dysentery,-0.7,0,0
eager,0.94,0.86,1.66
ear,1.7,0.3,0.6
earl,0.77,1.12,-0.44
early,1.3,0.1,0.2
earnest,1.6,0.91,0.1
earthquake,-2,2,1
earthy,1.21,0.55,-0.06
easily,1.9,0.8,0.5
east,0.7,0.4,0
east indian,0.75,-0.29,0
easter,2.19,1.66,0.43
eastern canadian,1.16,-0.08,0.02
easy,0.7,-0.7,0
easy mark,0.23,-1.41,-0.32
easygoing,1.9,0.72,0.14
eat,1.9,0.9,0.8
eat with,1.72,0.77,0.4
eccentric,0.5,0.49,0.1
economist,0.64,1.23,-0.1
ecstatic,2.67,2.04,2.25
edge,0.3,1,0.3
editor,0.87,1.4,0.04
educate,2.58,2.25,0.64
educated,2.52,2.26,0.55
education,2.1,1.8,0.7
effect,1,0.3,0.4
efficient,1.96,1.58,0.91
effort,1.4,1.2,0.9
egg,1.6,-1.2,-0.3
egghead,-0.21,-0.75,-0.33
egotistical,-1.76,0.09,1
eight,1.3,0.8,0.3
eject,-0.74,0.9,0.59
elated,2.2,1.55,1.69
elbow,-1.32,0.21,0.86
elder,1.63,0.4,-0.95
elderly man,1.35,-0.04,-1.36
elect,1.5,1,0.9
election,1.3,1.5,1
electric,1.4,1.5,1
electrician,1.04,0.75,0.06
electricity,2,1.7,1
elegant,0.9,0.2,0.3
elementary school,1.43,0.44,2.16
elementary school teacher,1.68,1.05,0.54
elephant,0.8,1.7,0.2
elevate,1,0.8,0.3
elevator,0.8,0.52,-0.33
elevator operator,1.08,-0.96,-1.26
elf,1.48,-0.56,0.84
elitist,-0.8,1.73,-0.35
else,-0.4,-0.8,-0.5
elude,-0.48,0.3,0.45
embalmer,0.22,0.05,-1.31
embarrass,-1.78,0.17,0.5
embarrassed,-1.57,-1.33,-0.25
embassy,1.43,1.71,-0.23
embezzle from,-1.75,-0.33,0.58
embrace,2.27,1.4,0.71
emergency room,-0.16,1.72,2.36
emigrant,1.56,-0.41,0.53
emotional,0.74,0.11,0.62
empire,0.8,1.5,0.8
employ,1.65,1.73,0.82
employ,1.5,0.9,0.9
employed,2.24,1.61,0.52
employee,1.18,-0.21,0.51
employer,0.95,1.87,-0.05
empty,-2.45,-2.04,-1.43
emulate,0.35,0.14,0.33
enchant,1.52,1,0.87
encounter group,0.65,0.64,0.39
encourage,2.39,1.63,0.87
end,0,-0.2,-0.6
end,0,1.3,0.1
end (football player),0.69,1.73,2
endanger,-2.53,0.75,0.78
endorse,0.06,0.31,0.03
endure,0.62,0.73,-0.19
enemy,-2.14,0.57,0.36
enemy,-1.2,0.3,0.1
energetic,1.83,1.47,2.08
engage,1.01,0.83,0.8
engine,2.1,1.3,1
engineer,1.25,1.39,0.47
english canadian,1.14,1.19,0.57
englishman,-0.5,-0.35,-0.04
enjoy,2.3,1,1.4
enjoy,2.36,1.1,0.91
enlist,0.6,0.8,0.5
enough,0.8,-0.3,-0.5
enough,0.8,0.8,0.2
enrage,-1.65,0.91,1.06
enraged,-1.52,0.89,1.87
enrapture,0.9,1.43,0.89
enslave,-2.72,1.39,0.64
ensnare,-1.31,1.02,0.78
enter,1.6,1.3,1
entertain,1.93,1.28,1.5
entertainer,2.11,1.18,2.09
enthrall,1.13,1.36,0.94
enthusiastic,2.19,1.7,1.95
entice,0.11,0.93,1.1
entire,0.9,0.7,0.2
entirely,1.5,1.1,0.9
entrap,-1.65,1.32,0.94
entreat,0.37,0.26,0.36
entrepreneur,1.3,1.58,1.37
envious,-1.47,-1,0.19
envoy,0.5,0.69,0.12
envy,-1.3,0.1,0.1
envy,-1.12,-0.7,0.23
escape,1.1,1.9,1.1
escape,0.74,1.04,1.49
escort,1.53,1.2,1.11
escort,1.28,1.1,0.71
eskimo,1.16,-0.37,-0.57
esteem,1.42,0.84,0.44
estonian,0.69,-0.06,-0.1
euphoric,2.28,1.82,1.32
europe,1.1,1.1,0.2
evade,-0.85,-0.24,0.43
evaluate,0.4,0.85,0.16
evangelist,0.42,0.86,0.5
even,0.6,-0.1,0
even,1,0.5,-0.2
evening,1.9,0.6,0.1
event,1.3,1,0.8
ever,1.1,0.7,0
every,1.2,0.2,0.4
everything,1,-0.1,0.3
everywhere,0.5,0.8,0.8
evict,-1.79,1.51,0.34
evil,-3.03,-0.37,-0.2
evildoer,-2.67,0.59,0.77
evolution,0.3,0.4,-0.4
exalt,0.44,0.6,0.52
examination,-0.96,1.36,-0.71
examination,0.1,0.8,-0.2
examine,0.47,0.74,0.04
example,0.8,0.2,0.2
exasperated,-0.87,-0.6,-0.11
ex-boyfriend,-1.07,-0.86,-0.19
excellent,2.4,1.9,1.3
excite,1.47,1.38,1.76
excited,2.16,1.63,2.27
exclude,-1.87,0.22,0.36
excrement,0.1,-0.2,0.1
excuse,1.45,0.94,-0.09
execute,-2.48,1.27,0.22
execution,-2.82,1.66,-0.26
executioner,-2,1.73,0
executive,0.7,1.95,0.67
ex-girlfriend,-1.03,-0.28,0.46
exhaust,-0.49,0.82,1.23
exhibit,-0.87,0.45,0.54
exhort,-1.1,-0.2,0.35
ex-husband,-1.29,-0.4,-0.58
exile,-0.19,-0.26,-0.08
exile,-1.12,0.69,0.34
exist,1.7,1.4,1
exonerate,0.82,1.25,-0.02
exorcise,0.28,1.62,0.22
exorcist,-0.63,2.08,0.22
expect,0.6,0.1,0.2
expel,-1.54,1.87,0.03
experience,1.8,1.1,1.3
experience,1.59,1.24,0.67
experienced,1.82,1.75,-0.13
experiment,1.6,1.2,1.3
experiment,0.93,0.94,0.22
expert,1.44,2.01,0.4
explain,1.15,0.66,-0.13
explain,1.5,1.1,0.7
explain something to,2,1.73,0.32
exploit,-2.19,0.71,0.55
expose,-0.79,0.77,0.7
express,1.2,0.9,0.5
extent,0.6,0.3,0.4
exterminate,-2.57,1.31,1.47
extol,0.51,0.64,0.24
extravagant,0.2,1.04,1.16
extrovert,0.87,1.12,2.07
extroverted,1.33,1.36,1.73
ex-wife,-1.23,0.28,0.16
eye,0.37,0.35,0.66
eye,1.7,0.8,0.9
eyewitness,1.11,0.97,0.34
face,1.09,1.25,0.6
face,1.3,0.5,0.8
fact,1.2,0.8,0.6
factory,0.6,0.4,0.5
factory,-0.1,1.44,1.54
factory machine operator,0.87,-0.83,-0.65
factory machine set-up man,0.68,-0.3,-0.83
factory_worker,1.1,0.8,0.9
fag,-0.89,-1.19,0.64
fail,-1.2,-0.6,-0.6
fail,-1.45,-0.96,-0.01
failure,-1.65,-0.83,-0.86
failure,-1.5,-0.3,-0.4
fair,1.1,-0.1,0
fairground,1.53,0.92,2.33
fairy,0.71,-0.17,1.02
fairy (fantasy),2.29,0.36,1.57
faith,2.1,1.9,0.5
faithful,2.29,1.5,-0.03
fake,-1.76,-0.54,0.04
fall,-0.7,0,0.1
fall,1,0.2,0.1
fall guy,-0.1,-1.05,-0.05
family,1.9,1.3,1.1
family man,2.65,1.98,0.74
family reunion,1.79,0.9,1.05
family_big,0.5,0.6,0.8
famous,1.6,1.3,0.7
fan,1.15,0.2,1.63
fanatic,-0.47,0.1,1.55
far,0.8,0.5,0
farm,1.79,0.84,-0.95
farm,1.8,1.5,0.6
farm laborer,1.2,0.2,0.31
farmer,1.65,0.68,-0.49
farmer,1.6,1.4,1
fascinate,1.41,0.71,1.03
fascist,-1.13,0.02,0.72
fashion show,1,0.17,-0.11
fast,1.2,1,1.2
fast food server,0.59,-1.93,1.37
fat,-1.2,-0.2,-0.5
fatalist,-0.8,-0.1,-0.1
fatalist,-0.06,0.54,0.11
father,1.9,1.4,0.9
father,2.32,2.35,0.23
father (my),2.3,1.92,0.03
father in law,1.17,0.94,-0.41
faultfinder,-1.69,-0.73,0.09
favor,0.48,0.54,0.26
favor,1.4,0.3,0.2
fbi agent,1.61,2.42,0.87
fear,-1,-0.7,0
fear,-1.4,-0.61,-0.07
fear,-0.6,0.2,0.2
fearful,-1.73,-1.5,-0.47
feather,0.8,-1,0.1
february,0.2,-0.4,0
federal cabinet member,0.43,2.26,-1.49
federal cabinet minister,-0.49,1.79,-0.69
fed-up,-1.95,-0.84,-0.29
feed,1.95,1.16,0.13
feel,1.5,0.4,0.4
feel,1.23,1.16,1.25
feet,1.4,0.6,0.9
fellow,1.6,0.6,0.4
fellow,1.11,0.33,0.52
felon,-2,-0.15,0.69
female,2.2,-0.8,1.1
female,1.95,0.66,1.12
female,1.63,0.58,0.9
feminine,1.6,-0.1,0.8
feminine,1.32,0.28,0.57
feminist,0.12,0.7,1.51
femme,1.53,0.32,1.4
ferry,1.38,0.91,-0.75
fervid,0.3,0.4,0.7
festival,2.07,1.63,2.23
festivals,1.4,0.7,0.9
fetch,0.64,0.65,0.62
fetter,-0.5,0,-0.9
feverish,-1.1,-0.5,0.5
few,1.1,0,0.1
fianc?,2.29,1.22,1.29
fiancee,2.37,1.47,1.05
fib to,-2,-0.68,-0.38
fickle,-1.01,-0.65,0.25
field,1.4,0.8,0.4
fiend,-1.24,0.6,1.12
fiery,-0.3,0.7,1
fifth_amend,0.4,0.4,0.1
fight,-0.4,1.3,1.1
fight,-1.74,1.28,2.17
fight,-1.5,0.9,1.74
fight,-0.8,1.1,0.9
fighter,-0.51,2.29,2.75
figure,1.5,0,0.3
filch from,-0.53,0.54,0.35
file clerk,0.63,-1.14,-0.35
fill,0.9,0.5,0.3
